# NETWORK LEARNING DATA
0	0.913596
1	0.930241
2	0.904618
3	0.904752
4	0.892525
5	0.91983
6	0.911269
7	0.860746
8	0.83031
9	0.813769
10	0.753601
11	0.817822
12	0.684942
13	0.571743
14	0.488562
15	0.521698
16	0.589371
17	0.545777
18	0.435986
19	0.427115
20	0.436299
21	0.279243
22	0.388417
23	0.339508
24	0.429205
25	0.40196
26	0.273611
27	0.566365
28	0.432077
29	0.536057
30	0.495877
31	0.446515
32	0.383957
33	0.267433
34	0.194319
35	0.577758
36	0.56929
37	0.341348
38	0.440658
39	0.385494
40	0.229766
41	0.406005
42	0.442039
43	0.390126
44	0.285456
45	0.412611
46	0.37697
47	0.452486
48	0.280438
49	0.178305
50	0.557238
51	0.613342
52	0.815997
53	0.602112
54	0.526893
55	0.315253
56	0.434352
57	0.381335
58	0.437021
59	0.401603
60	0.62326
61	0.520511
62	0.387951
63	0.29935
64	0.390493
65	0.531399
66	0.385535
67	0.398297
68	0.409304
69	0.380139
70	0.453448
71	0.249238
72	0.356706
73	0.474207
74	0.447312
75	0.383183
76	0.350998
77	0.445072
78	0.369821
79	0.381262
80	0.377719
81	0.355516
82	0.393687
83	0.408017
84	0.483967
85	0.315889
86	0.37618
87	0.28918
88	0.354208
89	0.429121
90	0.65266
91	0.505371
92	0.435861
93	0.456866
94	0.248456
95	0.481278
96	0.50481
97	0.428251
98	0.401124
99	0.385721
100	0.370226
101	0.430142
102	0.561952
103	0.490146
104	0.375927
105	0.260571
106	0.373105
107	0.36792
108	0.439629
109	0.260917
110	0.372958
111	0.447006
112	0.35404
113	0.211353
114	0.377892
115	0.328993
116	0.585523
117	0.345298
118	0.341709
119	0.384611
120	0.264574
121	0.383792
122	0.372743
123	0.19669
124	0.389884
125	0.430217
126	0.386361
127	0.272045
128	0.396472
129	0.398606
130	0.367235
131	0.357023
132	0.287379
133	0.327534
134	0.315596
135	0.383524
136	0.422131
137	0.524609
138	0.406656
139	0.409964
140	0.388012
141	0.457307
142	0.256408
143	0.32524
144	0.403362
145	0.357242
146	0.328151
147	0.436765
148	0.406531
149	0.721543
150	0.412546
151	0.627678
152	0.301682
153	0.401471
154	0.389976
155	0.399964
156	0.319482
157	0.35057
158	0.346732
159	0.591895
160	0.636894
161	0.410125
162	0.381679
163	0.360947
164	0.222847
165	0.361933
166	0.503947
167	0.392908
168	0.390951
169	0.410495
170	0.289165
171	0.377261
172	0.1812
173	0.34667
174	0.41215
175	0.356047
176	0.316716
177	0.466757
178	0.390178
179	0.30443
180	0.199519
181	0.336836
182	0.393195
183	0.418491
184	0.283621
185	0.386277
186	0.354901
187	0.306918
188	0.34929
189	0.34981
190	0.271587
191	0.387931
192	0.293078
193	0.362431
194	0.356969
195	0.220584
196	0.401641
197	0.425487
198	0.370152
199	0.362549
200	0.390626
201	0.321234
202	0.25991
203	0.263883
204	0.380238
205	0.412278
206	0.366327
207	0.334484
208	0.362971
209	0.277265
210	0.431732
211	0.409559
212	0.30061
213	0.382287
214	0.348138
215	0.415973
216	0.447004
217	0.402549
218	0.347582
219	0.333097
220	0.351695
221	0.322429
222	0.372299
223	0.388222
224	0.349837
225	0.344935
226	0.340289
227	0.341594
228	0.358964
229	0.487325
230	0.355283
231	0.356918
232	0.348971
233	0.397144
234	0.383534
235	0.367006
236	0.570005
237	0.51695
238	0.335131
239	0.294754
240	0.411193
241	0.379372
242	0.373413
243	0.363313
244	0.362772
245	0.434667
246	0.293761
247	0.404616
248	0.396193
249	0.340765
250	0.345448
251	0.406531
252	0.368759
253	0.381709
254	0.354803
255	0.322035
256	0.232762
257	0.364754
258	0.403624
259	0.241238
260	0.304543
261	0.337442
262	0.362962
263	0.363064
264	0.373586
265	0.402321
266	0.415533
267	0.429817
268	0.38982
269	0.340915
270	0.344506
271	0.362345
272	0.333674
273	0.300928
274	0.449812
275	0.417119
276	0.224865
277	0.328968
278	0.482744
279	0.42046
280	0.374393
281	0.421648
282	0.337715
283	0.343783
284	0.399696
285	0.293495
286	0.385698
287	0.340156
288	0.361897
289	0.261306
290	0.346166
291	0.346003
292	0.419478
293	0.357025
294	0.216483
295	0.362846
296	0.450891
297	0.341719
298	0.353956
299	0.335902
300	0.310671
301	0.291785
302	0.37718
303	0.467617
304	0.504302
305	0.320693
306	0.317464
307	0.348941
308	0.265115
309	0.347994
310	0.35266
311	0.312151
312	0.289331
313	0.36418
314	0.375159
315	0.435185
316	0.473097
317	0.307304
318	0.350556
319	0.356311
320	0.398004
321	0.350344
322	0.395966
323	0.193342
324	0.312215
325	0.356383
326	0.261317
327	0.38409
328	0.338981
329	0.380824
330	0.333596
331	0.242574
332	0.386293
333	0.416536
334	0.255105
335	0.348267
336	0.280197
337	0.341423
338	0.406494
339	0.422016
340	0.341569
341	0.222979
342	0.430309
343	0.242151
344	0.320871
345	0.392038
346	0.34236
